Thời gian,positive,neutral,negative,số_bài_báo
2024-09-05,0.4095,0.4867,0.1038,1
2025-02-07,0.8583,0.1402,0.0015,1
2025-04-09,0.7349,0.2646,0.0005,1
2025-07-06,0.912,0.0248,0.0633,1
2025-08-07,0.9691,0.0225,0.0084,1
2025-09-04,0.156,0.8277,0.0163,1
