Thời gian,positive,neutral,negative,số_bài_báo
2024-02-01,0.5461,0.4369,0.017,1
2024-02-02,0.4291,0.5657,0.0051,1
2024-02-05,0.9511,0.0482,0.0008,1
2024-02-06,0.7159,0.2833,0.0008,1
2024-02-07,0.4553,0.538,0.0067,1
2024-02-16,0.4306,0.5648,0.0046,1
2024-02-20,0.8733,0.1256,0.0011,1
2024-02-23,0.4553,0.5438,0.0009,1
2024-02-26,0.7469,0.2523,0.0009,1
2024-02-27,0.6066,0.3866,0.0068,3
2024-02-28,0.2113,0.7843,0.0043,1
2024-02-29,0.3667,0.5133,0.12,3
2024-03-01,0.3025,0.696,0.0015,1
2024-03-06,0.8603,0.1336,0.0062,3
2024-03-08,0.551,0.4479,0.0011,1
2024-03-12,0.485,0.5126,0.0025,1
2024-03-13,0.7801,0.2194,0.0005,1
2024-03-20,0.4961,0.5032,0.0007,2
2024-03-21,0.7266,0.0674,0.206,1
2024-03-25,0.9172,0.0813,0.0016,1
2024-03-27,0.0451,0.9528,0.0021,1
2024-04-06,0.3335,0.6541,0.0124,1
2024-04-08,0.8254,0.1732,0.0014,1
2024-04-11,0.5951,0.3904,0.0144,5
2024-04-12,0.6863,0.1664,0.1473,2
2024-04-13,0.9128,0.0862,0.001,1
2024-04-15,0.1362,0.6361,0.2278,1
2024-04-16,0.5692,0.4259,0.0049,1
2024-04-26,0.7151,0.2789,0.006,2
2024-04-28,0.0146,0.9843,0.0011,1
2024-05-06,0.8191,0.1736,0.0074,1
2024-05-09,0.7256,0.2733,0.001,1
2024-05-11,0.231,0.7554,0.0136,1
2024-05-13,0.327,0.4295,0.2435,2
2025-01-02,0.6147,0.3846,0.0007,1
2025-01-16,0.9746,0.0248,0.0006,1
2025-01-20,0.5573,0.2544,0.1883,1
2025-01-24,0.8689,0.1304,0.0007,1
2025-01-26,0.3609,0.6367,0.0023,2
2025-01-27,0.9301,0.0691,0.0008,1
2025-01-29,0.7326,0.2667,0.0007,1
2025-02-03,0.6078,0.3902,0.0021,1
2025-02-09,0.6361,0.2229,0.141,1
2025-02-10,0.912,0.0828,0.0052,3
2025-02-11,0.4352,0.4816,0.0833,2
2025-02-18,0.5568,0.4409,0.0023,3
2025-02-21,0.0208,0.9767,0.0025,1
2025-02-24,0.2956,0.702,0.0024,1
2025-02-26,0.2358,0.7606,0.0036,1
2025-02-27,0.9561,0.0424,0.0015,1
2025-02-28,0.4104,0.5869,0.0027,1
2025-03-04,0.6404,0.3587,0.0009,1
2025-03-06,0.419,0.5516,0.0294,2
2025-03-10,0.7991,0.197,0.0039,2
2025-03-12,0.5838,0.4156,0.0007,1
2025-03-14,0.164,0.8341,0.0019,1
2025-03-15,0.4568,0.5405,0.0027,1
2025-03-17,0.6017,0.3976,0.0007,1
2025-03-31,0.0426,0.9565,0.0009,1
2025-04-09,0.2488,0.7426,0.0086,2
2025-04-10,0.4957,0.4146,0.0896,2
2025-04-11,0.4116,0.2043,0.3841,1
2025-04-12,0.0157,0.9821,0.0022,1
2025-04-14,0.8131,0.1849,0.002,1
2025-04-15,0.378,0.6213,0.0007,1
2025-04-16,0.3955,0.6039,0.0006,1
2025-04-17,0.7588,0.2107,0.0305,8
2025-04-18,0.41,0.5892,0.0008,1
2025-04-21,0.6024,0.3969,0.0007,1
2025-04-28,0.3199,0.6794,0.0007,1
2025-04-29,0.4172,0.5821,0.0007,2
2025-05-02,0.983,0.0158,0.0012,1
2025-05-03,0.9836,0.0156,0.0007,2
2025-05-06,0.6964,0.3026,0.001,2
2025-05-08,0.6373,0.3605,0.0023,1
2025-05-12,0.3015,0.2928,0.4057,2
2025-05-13,0.0899,0.8951,0.015,1
2025-05-14,0.6264,0.3721,0.0015,1
2025-05-19,0.9194,0.08,0.0006,1
2025-05-20,0.911,0.0884,0.0006,2
2025-05-22,0.0628,0.9367,0.0004,1
2025-05-29,0.7593,0.2399,0.0007,2
2025-05-30,0.4289,0.5703,0.0008,1
2025-06-02,0.2953,0.7034,0.0013,2
2025-06-03,0.9444,0.0552,0.0004,1
2025-06-11,0.6109,0.3836,0.0055,1
2025-06-18,0.6768,0.3223,0.0009,1
2025-06-24,0.0145,0.985,0.0005,1
2025-06-27,0.8322,0.1501,0.0178,1
2025-06-28,0.7518,0.2478,0.0004,1
2025-06-30,0.3523,0.6294,0.0184,2
2025-07-02,0.917,0.0823,0.0007,2
2025-07-04,0.0685,0.9308,0.0007,1
2025-07-08,0.6176,0.381,0.0015,2
2025-07-09,0.7731,0.2223,0.0046,2
2025-07-10,0.7736,0.2256,0.0008,1
2025-07-13,0.4672,0.5258,0.007,1
2025-07-14,0.6919,0.3077,0.0004,1
2025-07-15,0.885,0.1145,0.0006,1
2025-07-16,0.9643,0.0345,0.0012,1
2025-07-18,0.7548,0.2425,0.0028,1
2025-07-20,0.6445,0.3544,0.001,1
2025-07-21,0.2577,0.7117,0.0305,1
2025-07-28,0.7933,0.2052,0.0015,1
2025-07-29,0.616,0.3831,0.0008,1
2025-07-31,0.8064,0.1927,0.0008,1
2025-08-02,0.6233,0.3757,0.001,1
2025-08-05,0.94,0.0583,0.0018,2
2025-08-07,0.7308,0.266,0.0032,2
2025-08-11,0.0108,0.9888,0.0004,1
2025-08-12,0.9332,0.0661,0.0007,1
2025-08-18,0.6964,0.2955,0.0081,2
2025-08-19,0.6615,0.3378,0.0008,1
2025-08-22,0.4542,0.4031,0.1428,2
2025-08-24,0.5201,0.4785,0.0014,2
2025-08-25,0.6502,0.349,0.0008,1
2025-08-27,0.7484,0.2504,0.0012,2
2025-08-28,0.6736,0.3258,0.0006,1
2025-09-03,0.2396,0.7595,0.0009,1
2025-09-04,0.7292,0.264,0.0068,2
2025-09-05,0.9925,0.0072,0.0003,1
2025-09-08,0.4914,0.5076,0.0009,1
2025-09-11,0.961,0.0384,0.0006,1
2025-09-13,0.5131,0.4858,0.0012,1
2025-09-16,0.5599,0.4385,0.0017,1
2025-09-17,0.5291,0.4688,0.0022,2
2025-09-24,0.3768,0.6088,0.0145,1
2025-10-14,0.2263,0.7731,0.0005,1
