Thời gian,Tiêu đề,URL
05/02/2025 00:00,"SAB: 21.3.2025, ngày GDKHQ tham dự ĐHCĐ thường niên năm 2025",https://cafef.vn/du-lieu/sab-2124926/sab-2132025-ngay-gdkhq-tham-du-dhcd-thuong-nien-nam-2025.chn
24/01/2025 00:00,SAB: CBTT tổ chức ĐHCĐ thường niên năm 2025,https://cafef.vn/du-lieu/sab-2123588/sab-cbtt-to-chuc-dhcd-thuong-nien-nam-2025.chn
24/01/2025 00:00,SAB: Giải trình BCTC HN quý 4/2024 so với cùng kỳ năm trước,https://cafef.vn/du-lieu/sab-2129222/sab-giai-trinh-bctc-hn-quy-42024-so-voi-cung-ky-nam-truoc.chn
24/01/2025 00:00,SAB: Báo cáo tình hình quản trị Công ty năm 2024,https://cafef.vn/du-lieu/sab-2130566/sab-bao-cao-tinh-hinh-quan-tri-cong-ty-nam-2024.chn
22/01/2025 00:03,"Masan chi 1.600 tỷ mua 5 tầng lầu Quận 1 của Techcombank làm 'phi thuyền vũ trụ', ACV và Vietjet lập ‘quận hàng không’ tại Tân Bình",https://cafef.vn/du-lieu/sab-2135310/masan-chi-1600-ty-mua-5-tang-lau-quan-1-cua-techcombank-lam-phi-thuyen-vu-tru-acv-va-vietjet-lap-quan-hang-khong-tai-tan-binh.chn
10/01/2025 08:57,"Từng chi gần 5 tỷ USD để thâu tóm Sabeco, tỷ phú Thái Lan đã nhận lại gần 500 triệu USD tiền cổ tức sau 8 năm",https://cafef.vn/du-lieu/sab-2112856/tung-chi-gan-5-ty-usd-de-thau-tom-sabeco-ty-phu-thai-lan-da-nhan-lai-gan-500-trieu-usd-tien-co-tuc-sau-8-nam.chn
28/12/2024 09:53,"Sabeco hoàn tất thương vụ thâu tóm gần nghìn tỷ, lớn nhất từ khi về tay người Thái",https://cafef.vn/du-lieu/sab-2106244/sabeco-hoan-tat-thuong-vu-thau-tom-gan-nghin-ty-lon-nhat-tu-khi-ve-tay-nguoi-thai.chn
27/12/2024 15:47,Sabeco hoàn tất thương vụ hơn 800 tỷ đồng 'thâu tóm' Bia Sài Gòn Bình Tây,https://cafef.vn/du-lieu/sab-2105951/sabeco-hoan-tat-thuong-vu-hon-800-ty-dong-thau-tom-bia-sai-gon-binh-tay.chn
27/12/2024 00:00,SAB: Tổng CTCP Bia - Rượu - Nước giải khát Sài Gòn đã mua 37.814.900 cp SBB,https://cafef.vn/du-lieu/sab-2107067/sab-tong-ctcp-bia-ruou-nuoc-giai-khat-sai-gon-da-mua-37814900-cp-sbb.chn
27/12/2024 00:00,SAB: Báo cáo kết quả chào mua công khai cổ phiếu Công ty Cổ phần Tập đoàn Bia Sài Gòn Bình Tây,https://cafef.vn/du-lieu/sab-2115612/sab-bao-cao-ket-qua-chao-mua-cong-khai-co-phieu-cong-ty-co-phan-tap-doan-bia-sai-gon-binh-tay.chn
11/12/2024 00:00,SAB: Nghị quyết HĐQT về việc thoái vốn tại CTCP Kinh doanh Lương thực - Thực phẩm Trường Sa,https://cafef.vn/du-lieu/sab-2099302/sab-nghi-quyet-hdqt-ve-viec-thoai-von-tai-ctcp-kinh-doanh-luong-thuc-thuc-pham-truong-sa.chn
04/12/2024 00:00,SAB: Nghị quyết HĐQT số 84/2024 ngày 04/12/2024,https://cafef.vn/du-lieu/sab-2094331/sab-nghi-quyet-hdqt-so-842024-ngay-04122024.chn
16/11/2024 10:24,Sabeco nâng tỷ lệ sở hữu tại Bia Sài Gòn - Miền Tây lên gần 85% vốn,https://cafef.vn/du-lieu/sab-2085108/sabeco-nang-ty-le-so-huu-tai-bia-sai-gon-mien-tay-len-gan-85-von.chn
06/11/2024 00:00,"SAB: 26.12.2024, ngày GDKHQ tạm ứng cổ tức năm 2024 bằng tiền mặt (2.000 đ/cp)",https://cafef.vn/du-lieu/sab-2079976/sab-26122024-ngay-gdkhq-tam-ung-co-tuc-nam-2024-bang-tien-mat-2000-dcp.chn
01/11/2024 15:06,"“Rủng rỉnh” tiền mặt, đại gia ngành bia Sabeco sắp chia cổ tức khủng, tỷ phú Thái Lan bỏ túi 1.400 tỷ",https://cafef.vn/du-lieu/sab-2077855/rung-rinh-tien-mat-dai-gia-nganh-bia-sabeco-sap-chia-co-tuc-khung-ty-phu-thai-lan-bo-tui-1400-ty.chn
31/10/2024 00:00,SAB: CBTT ngày ĐKCC để tạm ứng cổ tức bằng tiền mặt năm 2024,https://cafef.vn/du-lieu/sab-2077812/sab-cbtt-ngay-dkcc-de-tam-ung-co-tuc-bang-tien-mat-nam-2024.chn
31/10/2024 00:00,"SAB: Bà Teoh Jia Ee, ông Trần Nguyên thôi giữ chức Người Phụ trách Quản trị từ 1.10.2024",https://cafef.vn/du-lieu/sab-2077907/sab-ba-teoh-jia-ee-ong-tran-nguyen-thoi-giu-chuc-nguoi-phu-trach-quan-tri-tu-1102024.chn
30/10/2024 00:00,SAB: Giải trình BCTC riêng quý 3/2024 so với cùng kỳ năm trước,https://cafef.vn/du-lieu/sab-2077401/sab-giai-trinh-bctc-rieng-quy-32024-so-voi-cung-ky-nam-truoc.chn
30/10/2024 00:00,SAB: Giải trình BCTC HN quý 3/2024 so với cùng kỳ năm trước,https://cafef.vn/du-lieu/sab-2077420/sab-giai-trinh-bctc-hn-quy-32024-so-voi-cung-ky-nam-truoc.chn
25/10/2024 00:00,SBB: Tổng Công ty Cổ phần Bia - Rượu - Nước Giải Khát Sài Gòn (SABECO) đăng ký mua 37.814.900 CP,https://cafef.vn/du-lieu/sab-2074851/sbb-tong-cong-ty-co-phan-bia-ruou-nuoc-giai-khat-sai-gon-sabeco-dang-ky-mua-37814900-cp.chn
24/10/2024 00:00,SAB: Thông báo chào mua công khai cổ phiếu SBB,https://cafef.vn/du-lieu/sab-2074263/sab-thong-bao-chao-mua-cong-khai-co-phieu-sbb.chn
24/10/2024 00:00,WSB: Tổng Công ty Cổ phần Bia - Rượu - Nước giải khát Sài Gòn đăng ký mua 2.016.800 cp,https://cafef.vn/du-lieu/sab-2074421/wsb-tong-cong-ty-co-phan-bia-ruou-nuoc-giai-khat-sai-gon-dang-ky-mua-2016800-cp.chn
15/10/2024 00:00,SAB: HĐQT thông qua gia hạn khoản vay của CTCP Nước giải khát Chương Dương với SABECO,https://cafef.vn/du-lieu/sab-2069563/sab-hdqt-thong-qua-gia-han-khoan-vay-cua-ctcp-nuoc-giai-khat-chuong-duong-voi-sabeco.chn
20/09/2024 00:00,SAB: Quyết định của HĐQT về việc chấp thuận hợp đồng thí nghiệm thiết bị tổ máy H1 NMTĐ Khe Diên sau đại tu với Thí nghiệm điện Miền Trung,https://cafef.vn/du-lieu/sab-2056563/sab-quyet-dinh-cua-hdqt-ve-viec-chap-thuan-hop-dong-thi-nghiem-thiet-bi-to-may-h1-nmtd-khe-dien-sau-dai-tu-voi-thi-nghiem-dien-mien-trung.chn
09/09/2024 07:55,Điều gì xảy ra sau khi Sabeco mua thành công gần 38 triệu cổ phiếu Sabibeco?,https://cafef.vn/du-lieu/sab-2050518/dieu-gi-xay-ra-sau-khi-sabeco-mua-thanh-cong-gan-38-trieu-co-phieu-sabibeco.chn
08/09/2024 00:01,Sabeco muốn chi hơn 800 tỷ thâu tóm công ty gia công bia Sài Gòn lớn nhất chưa nắm quyền kiểm soát,https://cafef.vn/du-lieu/sab-2049874/sabeco-muon-chi-hon-800-ty-thau-tom-cong-ty-gia-cong-bia-sai-gon-lon-nhat-chua-nam-quyen-kiem-soat.chn
06/09/2024 00:00,SAB: Nghị quyết HĐQT thông qua phương án chào mua công khai cổ phiếu SBB,https://cafef.vn/du-lieu/sab-2049653/sab-nghi-quyet-hdqt-thong-qua-phuong-an-chao-mua-cong-khai-co-phieu-sbb.chn
03/09/2024 00:03,"Người Việt chán bia rẻ, thích bia 'sang', Heineken áp đảo chiếm 33,7% tổng sản lượng bia cao cấp được tiêu thụ tại Việt Nam",https://cafef.vn/du-lieu/sab-2047612/nguoi-viet-chan-bia-re-thich-bia-sang-heineken-ap-dao-chiem-337-tong-san-luong-bia-cao-cap-duoc-tieu-thu-tai-viet-nam.chn
02/09/2024 09:39,"Sabeco đánh mất thị phần: Danh mục cũ kỹ, tăng giá trong lúc đối thủ trỗi dậy quá mạnh, chạy đua quảng cáo vẫn không đấu lại Heineken?",https://cafef.vn/du-lieu/sab-2047412/sabeco-danh-mat-thi-phan-danh-muc-cu-ky-tang-gia-trong-luc-doi-thu-troi-day-qua-manh-chay-dua-quang-cao-van-khong-dau-lai-heineken.chn
30/08/2024 00:00,SAB: CBTT thông qua giao dịch với Mê Linh Point,https://cafef.vn/du-lieu/sab-2048308/sab-cbtt-thong-qua-giao-dich-voi-me-linh-point.chn
29/08/2024 00:00,SAB: Giải trình BCTC HN và riêng soát xét bán niên năm 2024,https://cafef.vn/du-lieu/sab-2058521/sab-giai-trinh-bctc-hn-va-rieng-soat-xet-ban-nien-nam-2024.chn
