time,open,high,low,close,volume,SMA_5,SMA_20,EMA_10,Momentum_3,Momentum_10,RSI_14,MACD,MACD_Signal,BB_Upper,BB_Lower,OBV,BB_Middle,CTD_article_count,CTD_dominant_sentiment,CTD_negative,CTD_neutral,CTD_positive,CTD_sentiment_score,DBC_article_count,DBC_dominant_sentiment,DBC_negative,DBC_neutral,DBC_positive,DBC_sentiment_score,DIG_article_count,DIG_dominant_sentiment,DIG_negative,DIG_neutral,DIG_positive,DIG_sentiment_score,HSG_article_count,HSG_dominant_sentiment,HSG_negative,HSG_neutral,HSG_positive,HSG_sentiment_score,NKG_article_count,NKG_dominant_sentiment,NKG_negative,NKG_neutral,NKG_positive,NKG_sentiment_score,SMC_article_count,SMC_dominant_sentiment,SMC_negative,SMC_neutral,SMC_positive,SMC_sentiment_score,SSI_article_count,SSI_dominant_sentiment,SSI_negative,SSI_neutral,SSI_positive,SSI_sentiment_score,VCB_article_count,VCB_dominant_sentiment,VCB_negative,VCB_neutral,VCB_positive,VCB_sentiment_score,VHM_article_count,VHM_dominant_sentiment,VHM_negative,VHM_neutral,VHM_positive,VHM_sentiment_score,VIC_article_count,VIC_dominant_sentiment,VIC_negative,VIC_neutral,VIC_positive,VIC_sentiment_score
2024-01-11,20.79,20.95,20.76,20.83,15271976.0,20.938,20.8015,20.912038842920573,-0.0127962085308058,-0.0090390104662226,55.1401869158878,0.1422188951441327,0.1863363105255681,21.395550325706875,20.20744967429312,810652210.0,20.8015,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,1.0,neutral,0.0008,0.6872,0.312,0.3112,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0
2024-01-12,20.72,20.79,20.49,20.57,28640291.0,20.84,20.8055,20.849849962389555,-0.0195424213536701,-0.0283419933868682,51.75438596491231,0.105080081509989,0.1700850647224523,21.391744964066643,20.219255035933354,782011919.0,20.8055,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,1.0,neutral,0.0038,0.765,0.2312,0.2274,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0
2024-01-13,20.72,20.79,20.49,20.57,28640291.0,20.84,20.8055,20.849849962389555,-0.0195424213536701,-0.0283419933868682,51.75438596491231,0.105080081509989,0.1700850647224523,21.391744964066643,20.219255035933354,782011919.0,20.8055,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0
2024-01-14,20.72,20.79,20.49,20.57,28640291.0,20.84,20.8055,20.849849962389555,-0.0195424213536701,-0.0283419933868682,51.75438596491231,0.105080081509989,0.1700850647224523,21.391744964066643,20.219255035933354,782011919.0,20.8055,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,1.0,positive,0.0004,0.0034,0.9962,0.9958
2024-01-15,20.61,20.79,20.53,20.53,12506342.0,20.726,20.817,20.791695423773277,-0.009169884169884,-0.0302314596126594,43.56435643564362,0.0715943434033512,0.1503869204586321,21.369548164129583,20.26445183587041,769505577.0,20.817,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0
2024-01-16,20.53,21.06,20.49,21.06,19773999.0,20.742,20.8625,20.840478073996312,0.0110417666826692,0.0129870129870128,50.0,0.0868223908308785,0.1376740145330814,21.326572362777096,20.398427637222905,789279576.0,20.8625,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0
2024-01-17,21.1,21.17,20.95,20.95,23419285.0,20.788,20.8795,20.860391151451527,0.018473505104521,-0.0052231718898385,48.51063829787234,0.0889888394897013,0.1279369795244054,21.32931750685413,20.42968249314587,765860291.0,20.8795,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,1.0,neutral,0.0011,0.6462,0.3527,0.3516,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0
2024-01-18,20.98,21.1,20.91,20.95,12645044.0,20.812,20.8965,20.87668366936943,0.0204578665367753,-0.0033301617507136,44.99999999999994,0.0896720817210905,0.1202839999637424,21.328790107266972,20.464209892733024,765860291.0,20.8965,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,1.0,positive,0.0024,0.2129,0.7847,0.7823,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0
2024-01-19,21.02,21.14,20.91,21.06,14866159.0,20.910000000000004,20.919,20.910013911302254,0.0,0.0,47.61904761904755,0.0979604101733606,0.115819282005666,21.33504149590465,20.502958504095343,780726450.0,20.919,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0
2024-01-20,21.02,21.14,20.91,21.06,14866159.0,20.910000000000004,20.919,20.910013911302254,0.0,0.0,47.61904761904755,0.0979604101733606,0.115819282005666,21.33504149590465,20.502958504095343,780726450.0,20.919,1.0,positive,0.0049,0.1359,0.8592,0.8543,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0
2024-01-21,21.02,21.14,20.91,21.06,14866159.0,20.910000000000004,20.919,20.910013911302254,0.0,0.0,47.61904761904755,0.0979604101733606,0.115819282005666,21.33504149590465,20.502958504095343,780726450.0,20.919,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0
2024-01-22,21.21,21.7,21.1,21.44,66094584.0,21.092,20.9665,21.00637501833821,0.0233890214797136,0.0161137440758294,64.06926406926414,0.1336511471639063,0.1193856550373141,21.393103476678984,20.539896523321016,846821034.0,20.9665,1.0,positive,0.0005,0.2177,0.7818,0.7813000000000001,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0
2024-01-23,21.55,21.59,21.4,21.48,21686564.0,21.176,21.001,21.092488651367628,0.0252983293556086,0.0238322211630124,60.096153846153896,0.1632817684851133,0.128164877726874,21.476323712408465,20.52567628759154,868507598.0,21.001,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,1.0,neutral,0.0006,0.5295,0.47,0.4694
2024-01-24,21.44,21.59,21.4,21.4,16144379.0,21.266,21.018,21.148399805664425,0.0161443494776827,0.0328185328185328,58.96226415094337,0.1782541154634351,0.1381827252741862,21.525443541063677,20.51055645893633,852363219.0,21.018,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0
2024-01-25,21.4,21.51,21.21,21.4,15234746.0,21.356,21.037,21.194145295543617,-0.0018656716417911,0.0273643783005281,58.17307692307692,0.1879532008115383,0.1481368203816566,21.572442758254557,20.501557241745445,852363219.0,21.037,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0
2024-01-26,21.51,21.59,21.4,21.48,14380956.0,21.44,21.0525,21.246118878172048,0.0,0.0442391832766164,58.96226415094337,0.1997920488670459,0.1584678660787345,21.621076245869677,20.48392375413033,866744175.0,21.0525,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,1.0,neutral,0.0014,0.5138,0.4848,0.4834,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0
2024-01-27,21.51,21.59,21.4,21.48,14380956.0,21.44,21.0525,21.246118878172048,0.0,0.0442391832766164,58.96226415094337,0.1997920488670459,0.1584678660787345,21.621076245869677,20.48392375413033,866744175.0,21.0525,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0
2024-01-28,21.51,21.59,21.4,21.48,14380956.0,21.44,21.0525,21.246118878172048,0.0,0.0442391832766164,58.96226415094337,0.1997920488670459,0.1584678660787345,21.621076245869677,20.48392375413033,866744175.0,21.0525,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0
2024-01-29,21.48,21.51,21.21,21.21,21583456.0,21.394,21.0545,21.23955180941349,-0.008878504672897,0.0331222601071601,55.0660792951542,0.1852522056186032,0.1638247339867082,21.625094334650868,20.483905665349127,845160719.0,21.0545,1.0,positive,0.0095,0.0517,0.9388,0.9293,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,1.0,positive,0.0177,0.3911,0.5912,0.5734999999999999,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0
2024-01-30,21.21,21.29,21.1,21.21,17536929.0,21.34,21.0755,21.23417875315649,-0.008878504672897,0.0071225071225071,62.18905472636822,0.1717494542915467,0.1654096780476759,21.635931224945192,20.515068775054804,845160719.0,21.0755,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,1.0,positive,0.0013,0.3242,0.6745,0.6732,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,1.0,positive,0.0004,0.0063,0.9933,0.9929,0.0,unknown,0.0,0.0,0.0,0.0
2024-01-31,21.17,21.29,21.02,21.02,24464533.0,21.264,21.0735,21.19523716167349,-0.0214152700186219,0.0033412887828161,54.545454545454575,0.1440564217214408,0.1611390267824289,21.634449383211308,20.51255061678869,820696186.0,21.0735,1.0,positive,0.0024,0.0587,0.9389,0.9365,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,2.0,positive,0.1,0.3326,0.5674,0.46740000000000004,0.0,unknown,0.0,0.0,0.0,0.0,3.0,positive,0.0012,0.0927,0.9062,0.905
2024-02-01,21.02,21.29,20.98,21.1,10642909.0,21.204,21.0775,21.17792131409649,-0.0051862329090051,0.0071599045346062,63.874345549738216,0.1270996990899178,0.1543311612439267,21.63798381355932,20.517016186440685,831339095.0,21.0775,1.0,positive,0.124,0.1775,0.6985,0.5745,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,1.0,neutral,0.0022,0.5083,0.4895,0.4873,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0
2024-02-02,20.98,21.29,20.98,21.14,14168885.0,21.136000000000003,21.0815,21.17102652971531,-0.0033003300330033,0.0037986704653372,65.9685863874345,0.1155569711126318,0.1465763232176677,21.642599484563817,20.52040051543618,845507980.0,21.0815,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,2.0,neutral,0.0209,0.5544,0.4247,0.40380000000000005,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0
2024-02-03,20.98,21.29,20.98,21.14,14168885.0,21.136000000000003,21.0815,21.17102652971531,-0.0033003300330033,0.0037986704653372,65.9685863874345,0.1155569711126318,0.1465763232176677,21.642599484563817,20.52040051543618,845507980.0,21.0815,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0
2024-02-04,20.98,21.29,20.98,21.14,14168885.0,21.136000000000003,21.0815,21.17102652971531,-0.0033003300330033,0.0037986704653372,65.9685863874345,0.1155569711126318,0.1465763232176677,21.642599484563817,20.52040051543618,845507980.0,21.0815,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,1.0,positive,0.3161,0.3131,0.3708,0.054700000000000026,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0
