Thời gian,positive,neutral,negative,số_bài_báo
2024-06-03,0.7219,0.173,0.105,1
2024-06-04,0.3335,0.6541,0.0124,1
2024-07-04,0.0823,0.9167,0.001,1
2024-07-12,0.01,0.9895,0.0006,1
2024-08-07,0.2582,0.7402,0.0015,1
2025-01-03,0.3106,0.6847,0.0046,1
2025-01-04,0.0027,0.9949,0.0024,1
2025-01-05,0.2569,0.7246,0.0185,1
2025-03-09,0.5485,0.4479,0.0035,1
2025-04-04,0.1749,0.8186,0.0064,1
2025-04-06,0.4251,0.572,0.0029,1
2025-06-03,0.7544,0.2447,0.0009,1
2025-09-04,0.156,0.8277,0.0163,1
